1000	1108.895101
1001	1653.395520
1002	1806.208417
1003	1424.591796
1004	1367.761110
1005	1566.213927
1006	1593.081032
1007	1506.507488
1008	1576.928516
1009	1578.185037
1010	1507.991137
1011	1773.523389
1012	1616.366655
1013	1606.530972
1014	1707.995315
1015	1691.294251
1016	1643.712632
1017	1704.407839
1018	1583.987538
1019	1726.872984
1020	1557.985601
1021	1496.986709
1022	1679.268062
1023	1645.262571
1024	1747.453617
1025	1892.460477
1026	1753.595042
1027	1703.072515
1028	1547.303067
1029	1801.610557
1030	1716.788960
1031	1650.145721
1032	1499.730721
1033	1696.179742
1034	1690.395341
1035	1678.643317
1036	1809.110468
1037	1568.877666
1038	1629.532896
1039	1791.841059
1040	1633.900277
1041	1859.728648
1042	1575.806122
1043	1822.497975
1044	1806.402544
1045	1414.522786
1046	1416.642990
1047	1497.495787
1048	1963.199940
1049	1777.767512
1050	1409.960519
1051	1478.136363
1052	1805.466554
1053	1776.596942
1054	1729.465790
1055	1968.443572
1056	1553.928425
1057	1581.335242
1058	1806.153073
1059	1552.404507
1060	1551.653537
1061	1749.943672
1062	1643.755194
1063	1620.788508
1064	1828.602680
1065	1528.947220
1066	1738.935432
1067	1572.034248
1068	1376.711505
1069	1644.002968
1070	1974.894670
1071	1743.490048
1072	1876.498204
1073	1931.450326
1074	1852.807684
1075	1923.830156
1076	2047.177988
1077	1637.392623
1078	1776.327362
1079	1772.269022
1080	1588.120655
1081	1818.925988
1082	1619.294503
1083	1650.463456
1084	1669.005105
1085	1747.662548
1086	1969.708444
1087	1762.702472
1088	1617.000233
1089	1630.045573
1090	1778.274736
1091	1608.438063
1092	1895.580837
1093	1908.119833
1094	1728.719328
1095	1538.079515
1096	1918.366387
1097	1903.965092
1098	1911.815719
1099	1701.593897
1100	1902.354032
1101	1720.913445
1102	1555.339122
1103	1913.054327
1104	1761.539057
1105	1617.906386
1106	1662.409666
1107	1706.032591
1108	1632.673206
1109	1941.324129
1110	1832.509104
1111	1440.866993
1112	1755.461150
1113	1670.510112
1114	1714.159376
1115	1905.863213
1116	1769.293289
1117	2004.304805
1118	1731.002850
1119	1997.906566
1120	1736.861655
1121	1880.823794
1122	1824.152986
1123	1971.220095
1124	1974.522246
1125	1430.994323
1126	1710.811764
1127	1710.635098
1128	1878.964501
1129	1543.811018
1130	1893.829185
1131	1466.420410
1132	1806.949672
1133	2019.141712
1134	1824.127726
1135	1933.404407
1136	1928.380120
1137	1989.161413
1138	1990.738522
1139	1936.299820
1140	1935.742453
1141	1773.666725
1142	1780.844842
1143	1735.712107
1144	1652.689014
1145	1794.811551
1146	1536.607450
1147	1728.238597
1148	1827.877293
1149	1638.034847
1150	1673.404021
1151	1894.640758
1152	1905.314418
1153	1873.716529
1154	1652.021968
1155	1607.371964
1156	1967.749837
1157	1560.803320
