3055
1000	1092.651860
1001	1654.169754
1002	1817.690253
1003	1423.734017
1004	1348.002993
1005	1563.143713
1006	1590.273511
1007	1513.345093
1008	1591.028955
1009	1594.310688
1010	1502.910655
1011	1781.699939
1012	1640.962692
1013	1623.284386
1014	1721.793034
1015	1686.901116
1016	1649.283997
1017	1697.868834
1018	1584.020110
1019	1731.491075
1020	1542.455039
1021	1477.355903
1022	1658.277685
1023	1639.954103
1024	1741.097919
1025	1891.437750
1026	1744.431494
1027	1687.016128
1028	1542.341105
1029	1797.163583
1030	1701.087111
1031	1619.111616
1032	1472.508382
1033	1681.104970
1034	1700.490783
1035	1682.448149
1036	1782.565596
1037	1542.934333
1038	1612.092577
1039	1788.903414
1040	1627.282190
1041	1886.966981
1042	1645.318375
1043	1817.600750
1044	1786.704786
1045	1410.306313
1046	1412.483789
1047	1481.913614
1048	1968.268156
1049	1789.278989
1050	1400.723306
1051	1485.656420
1052	1802.189174
1053	1814.605247
1054	1722.179947
1055	1968.631849
1056	1559.158634
1057	1568.863416
1058	1792.611345
1059	1567.693707
1060	1539.183684
1061	1755.862701
1062	1640.810450
1063	1639.679297
1064	1832.633671
1065	1514.689861
1066	1725.776298
1067	1567.675718
1068	1367.015003
1069	1632.662608
1070	2013.745042
1071	1748.347971
1072	1867.249894
1073	1941.896755
1074	1883.355709
1075	1938.314613
1076	2102.654755
1077	1611.525158
1078	1764.263139
1079	1768.157955
1080	1601.428492
1081	1803.394461
1082	1627.182206
1083	1645.221281
1084	1675.071293
1085	1745.387085
1086	2000.154796
1087	1763.744034
1088	1619.759729
1089	1599.377034
1090	1747.411781
1091	1605.924045
1092	1903.096856
1093	1853.279173
1094	1716.566811
1095	1514.630639
1096	1920.831289
1097	1913.198748
1098	1942.650827
1099	1703.104386
1100	1861.644937
1101	1685.337679
1102	1546.446793
1103	1922.425281
1104	1756.637155
1105	1610.940219
1106	1688.203789
1107	1730.800425
1108	1641.661777
1109	1995.386400
1110	1872.718553
1111	1443.646036
1112	1710.160894
1113	1689.940913
1114	1737.657818
1115	1958.438209
1116	1790.765109
1117	1998.898975
1118	1700.656070
1119	2012.223401
1120	1744.256880
1121	1926.828172
1122	1798.307364
1123	2026.862169
1124	2017.551108
1125	1430.129885
1126	1720.468100
1127	1719.825035
1128	1917.044342
1129	1553.172434
1130	1888.665332
1131	1461.907700
1132	1818.382055
1133	2069.871959
1134	1854.890502
1135	1917.855708
1136	1988.273358
1137	2002.326894
1138	2055.706736
1139	1947.270717
1140	1961.250684
1141	1759.999168
1142	1787.184694
1143	1734.695134
1144	1636.729677
1145	1800.738036
1146	1517.546175
1147	1712.874458
1148	1855.092499
1149	1639.870702
1150	1683.428052
1151	1904.585609
1152	1897.394572
1153	1909.068247
1154	1659.670914
1155	1612.715837
1156	1966.224947
1157	1542.558158
1158	1905.890325
1159	1753.166408
1160	1453.964579
1161	1817.333411
1162	1907.899230
1163	1364.944736
1164	1550.452464
1165	1812.116949
1166	1521.997743
1167	1908.109093
1168	1784.104257
1169	1737.750580
1170	1825.170504
1171	1970.290526
1172	2176.208931
1173	1803.082720
1174	2069.850608
1175	1805.602637
1176	1751.682106
1177	1658.105489
